CHARACTERISTIC_ID,CHARACTERISTIC_NAME,Depth,Keep or Not Keep,Category,Flag,NEW_CHARACTERISTIC_NAME
927,              Vlaams (Flemish),14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Vlaams (Flemish)
928,            Scandinavian languages,12,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Scandinavian languages
929,              Danish,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Danish
930,              Icelandic,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Icelandic
931,              Norwegian,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Norwegian
932,              Swedish,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Swedish
933,"            Germanic languages, n.i.e.",12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Germanic languages, n.i.e."
934,          Greek,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Greek
935,          Indo-Iranian languages,10,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Indo-Iranian languages
936,            Indo-Aryan languages,12,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Indo-Aryan languages
937,              Assamese,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Assamese
938,              Bengali,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Bengali
939,              Gujarati,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Gujarati
940,              Hindi,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Hindi
941,              Kacchi,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Kacchi
942,              Kashmiri,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Kashmiri
943,              Konkani,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Konkani
944,              Marathi,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Marathi
945,              Nepali,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Nepali
946,              Oriya languages,14,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Oriya languages
947,                Odia,16,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Odia
948,"                Oriya, n.o.s.",16,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Oriya, n.o.s."
949,              Punjabi (Panjabi),14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Punjabi (Panjabi)
950,              Rohingya,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Rohingya
951,              Sindhi,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Sindhi
952,              Sinhala (Sinhalese),14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Sinhala (Sinhalese)
953,              Urdu,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Urdu
954,"              Indo-Aryan languages, n.i.e.",14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Indo-Aryan languages, n.i.e."
955,            Iranian languages,12,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Iranian languages
956,              Baluchi,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Baluchi
957,              Kurdish,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Kurdish
958,              Parsi,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Parsi
959,              Pashto,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Pashto
960,              Persian languages,14,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Persian languages
961,                Dari,16,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Dari
962,                Iranian Persian,16,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Iranian Persian
963,"                Persian (Farsi), n.o.s.",16,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Persian (Farsi), n.o.s."
964,"              Iranian languages, n.i.e.",14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Iranian languages, n.i.e."
965,"            Indo-Iranian languages, n.i.e.",12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Indo-Iranian languages, n.i.e."
966,          Italic (Romance) languages,10,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Italic (Romance) languages
967,            Catalan,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Catalan
968,            Italian,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Italian
969,            Portuguese,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Portuguese
970,            Romanian,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Romanian
971,            Spanish,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Spanish
972,"            Italic (Romance) languages, n.i.e.",12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Italic (Romance) languages, n.i.e."
973,"          Indo-European languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Indo-European languages, n.i.e."
974,        Japanese,8,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Japanese
975,        Korean,8,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Korean
976,        Mongolian,8,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Mongolian
977,        Niger-Congo languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Niger-Congo languages
978,          Akan (Twi),10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Akan (Twi)
979,          Bamanankan,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Bamanankan
980,          Edo,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Edo
981,          Éwé,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Éwé
982,"          Fulah (Pular, Pulaar, Fulfulde)",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Fulah (Pular, Pulaar, Fulfulde)"
983,          Ga,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Ga
984,          Ganda,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Ganda
985,          Gikuyu,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Gikuyu
986,          Igbo,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Igbo
987,          Kinyarwanda (Rwanda),10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Kinyarwanda (Rwanda)
988,          Lingala,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Lingala
989,          Luba-Kasai,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Luba-Kasai
990,          Mòoré,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Mòoré
991,          Mwani,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Mwani
992,          Ndebele,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Ndebele
993,          Rundi (Kirundi),10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Rundi (Kirundi)
994,          Shona,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Shona
995,          Soninke,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Soninke
996,          Sotho-Tswana languages,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Sotho-Tswana languages
997,          Swahili,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Swahili
998,          Wojenaka,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Wojenaka
999,          Wolof,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Wolof
1000,          Yoruba,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Yoruba
1001,"          Niger-Congo languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Niger-Congo languages, n.i.e."
1002,        Nilo-Saharan languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Nilo-Saharan languages
1003,          Dinka,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Dinka
1004,          Nuer,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Nuer
1005,"          Nilo-Saharan languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Nilo-Saharan languages, n.i.e."
1006,"          African, n.o.s.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"African, n.o.s."
1007,        Sign languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Sign languages
1008,          American Sign Language,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,American Sign Language
1009,          Quebec Sign Language,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Quebec Sign Language
1010,"          Sign languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Sign languages, n.i.e."
1011,        Sino-Tibetan languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Sino-Tibetan languages
1012,          Chinese languages,10,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Chinese languages
1013,            Hakka,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Hakka
1014,            Mandarin,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Mandarin
1015,            Min Dong,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Min Dong
1016,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)"
1017,            Wu (Shanghainese),12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Wu (Shanghainese)
1018,            Yue (Cantonese),12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Yue (Cantonese)
1019,"            Chinese, n.o.s.",12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Chinese, n.o.s."
1020,"            Chinese languages, n.i.e.",12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Chinese languages, n.i.e."
1021,          Tibeto-Burman languages,10,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tibeto-Burman languages
1022,            Burmese,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Burmese
1023,            Kuki-Chin languages,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Kuki-Chin languages
1024,            Karenic languages,12,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Karenic languages
1025,              S'gaw Karen,14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,S'gaw Karen
1026,"              Karenic languages, n.i.e.",14,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Karenic languages, n.i.e."
1027,            Tibetan,12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tibetan
1028,"            Tibeto-Burman languages, n.i.e.",12,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Tibeto-Burman languages, n.i.e."
1029,"          Sino-Tibetan languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Sino-Tibetan languages, n.i.e."
1030,        Tai-Kadai languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Tai-Kadai languages
1031,          Lao,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Lao
1032,          Thai,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Thai
1033,"          Tai-Kadai languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Tai-Kadai languages, n.i.e."
1034,        Turkic languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Turkic languages
1035,          Azerbaijani,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Azerbaijani
1036,          Kazakh,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Kazakh
1037,          Turkish,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Turkish
1038,          Uyghur,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Uyghur
1039,          Uzbek,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Uzbek
1040,"          Turkic languages, n.i.e.",10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Turkic languages, n.i.e."
1041,        Uralic languages,8,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Uralic languages
1042,          Estonian,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Estonian
1043,          Finnish,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Finnish
1044,          Hungarian,10,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Hungarian
1045,"        Other languages, n.i.e.",8,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"Other languages, n.i.e."
1046,  Multiple responses,2,No Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Multiple responses
1047,    English and French,4,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,English and French
1048,    English and non-official language(s),4,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,English and non-official language(s)
1049,    French and non-official language(s),4,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,French and non-official language(s)
1050,"    English, French and non-official language(s)",4,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,"English, French and non-official language(s)"
1051,    Multiple non-official languages,4,Keep,language_spoken_most_often_at_home_for_the_total_population_excluding_institutional_residents,Category,Multiple non-official languages
1052,Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data,0,Keep,other_languages_spoken_regularly_at_home_for_the_total_population_excluding_institutional_residents_,Total,Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data
1053,  None,2,Keep,other_languages_spoken_regularly_at_home_for_the_total_population_excluding_institutional_residents_,Category,None
1054,  English,2,Keep,other_languages_spoken_regularly_at_home_for_the_total_population_excluding_institutional_residents_,Category,English
1055,  French,2,Keep,other_languages_spoken_regularly_at_home_for_the_total_population_excluding_institutional_residents_,Category,French
1056,  Non-official language,2,No Keep,other_languages_spoken_regularly_at_home_for_the_total_population_excluding_institutional_residents_,Category,Non-official language
1057,    Indigenous,4,Keep,other_languages_spoken_regularly_at_home_for_the_total_population_excluding_institutional_residents_,Category,Indigenous
1058,    Non-Indigenous,4,Keep,other_languages_spoken_regularly_at_home_for_the_total_population_excluding_institutional_residents_,Category,Non-Indigenous
1059,  English and French,2,Keep,other_languages_spoken_regularly_at_home_for_the_total_population_excluding_institutional_residents_,Category,English and French
1060,  English and non-official language(s),2,Keep,other_languages_spoken_regularly_at_home_for_the_total_population_excluding_institutional_residents_,Category,English and non-official language(s)
1061,  French and non-official language(s),2,Keep,other_languages_spoken_regularly_at_home_for_the_total_population_excluding_institutional_residents_,Category,French and non-official language(s)
1062,"  English, French and non-official language(s)",2,Keep,other_languages_spoken_regularly_at_home_for_the_total_population_excluding_institutional_residents_,Category,"English, French and non-official language(s)"
1063,  Multiple non-official languages,2,Keep,other_languages_spoken_regularly_at_home_for_the_total_population_excluding_institutional_residents_,Category,Multiple non-official languages
1064,Total - Knowledge of languages for the population in private households - 25% sample data,0,Keep,remove,Total,Total - Knowledge of languages for the population in private households - 25% sample data
1065,  Official languages,2,No Keep,remove,Category,Official languages
1066,    English,4,Keep,remove,Category,English
1067,    French,4,Keep,remove,Category,French
1068,  Non-official languages,2,No Keep,remove,Category,Non-official languages
1069,    Indigenous languages,4,No Keep,remove,Category,Indigenous languages
1070,      Algonquian languages,6,No Keep,remove,Category,Algonquian languages
1071,        Blackfoot,8,Keep,remove,Category,Blackfoot
1072,        Cree-Innu languages,8,No Keep,remove,Category,Cree-Innu languages
1073,          Atikamekw,10,Keep,remove,Category,Atikamekw
1074,          Cree languages,10,No Keep,remove,Category,Cree languages
1075,            Ililimowin (Moose Cree),12,Keep,remove,Category,Ililimowin (Moose Cree)
1076,            Inu Ayimun (Southern East Cree),12,Keep,remove,Category,Inu Ayimun (Southern East Cree)
1077,            Iyiyiw-Ayimiwin (Northern East Cree),12,Keep,remove,Category,Iyiyiw-Ayimiwin (Northern East Cree)
1078,            Nehinawewin (Swampy Cree),12,Keep,remove,Category,Nehinawewin (Swampy Cree)
1079,            Nehiyawewin (Plains Cree),12,Keep,remove,Category,Nehiyawewin (Plains Cree)
1080,            Nihithawiwin (Woods Cree),12,Keep,remove,Category,Nihithawiwin (Woods Cree)
1081,"            Cree, n.o.s.",12,Keep,remove,Category,"Cree, n.o.s."
1082,          Innu (Montagnais),10,Keep,remove,Category,Innu (Montagnais)
1083,          Naskapi,10,Keep,remove,Category,Naskapi
1084,        Eastern Algonquian languages,8,No Keep,remove,Category,Eastern Algonquian languages
1085,          Mi'kmaq,10,Keep,remove,Category,Mi'kmaq
1086,          Wolastoqewi (Malecite),10,Keep,remove,Category,Wolastoqewi (Malecite)
1087,        Ojibway-Potawatomi languages,8,No Keep,remove,Category,Ojibway-Potawatomi languages
1088,          Anicinabemowin (Algonquin),10,Keep,remove,Category,Anicinabemowin (Algonquin)
1089,          Oji-Cree,10,Keep,remove,Category,Oji-Cree
1090,          Ojibway languages,10,No Keep,remove,Category,Ojibway languages
1091,            Anishinaabemowin (Chippewa),12,Keep,remove,Category,Anishinaabemowin (Chippewa)
1092,            Daawaamwin (Odawa),12,Keep,remove,Category,Daawaamwin (Odawa)
1093,            Saulteau (Western Ojibway),12,Keep,remove,Category,Saulteau (Western Ojibway)
1094,"            Ojibway, n.o.s.",12,Keep,remove,Category,"Ojibway, n.o.s."
1095,"        Algonquian languages, n.i.e.",8,Keep,remove,Category,"Algonquian languages, n.i.e."
1096,      Athabaskan languages,6,No Keep,remove,Category,Athabaskan languages
1097,        Northern Athabaskan languages,8,No Keep,remove,Category,Northern Athabaskan languages
1098,          Dakelh (Carrier),10,Keep,remove,Category,Dakelh (Carrier)
1099,          Dane-zaa (Beaver),10,Keep,remove,Category,Dane-zaa (Beaver)
1100,"          Dene, n.o.s.",10,Keep,remove,Category,"Dene, n.o.s."
1101,          Gwich'in,10,Keep,remove,Category,Gwich'in
1102,          Slavey-Hare languages,10,No Keep,remove,Category,Slavey-Hare languages
1103,            Deh Gah Ghotie Zhatie (South Slavey),12,Keep,remove,Category,Deh Gah Ghotie Zhatie (South Slavey)
1104,            Satuotine Yati (North Slavey),12,Keep,remove,Category,Satuotine Yati (North Slavey)
1105,"            Slavey, n.o.s.",12,Keep,remove,Category,"Slavey, n.o.s."
1106,          Tahltan languages,10,No Keep,remove,Category,Tahltan languages
1107,            Kaska (Nahani),12,Keep,remove,Category,Kaska (Nahani)
1108,            Tahltan,12,Keep,remove,Category,Tahltan
1109,          Tlicho (Dogrib),10,Keep,remove,Category,Tlicho (Dogrib)
1110,          Tse'khene (Sekani),10,Keep,remove,Category,Tse'khene (Sekani)
1111,          Tsilhqot'in (Chilcotin),10,Keep,remove,Category,Tsilhqot'in (Chilcotin)
1112,          Tsuu T'ina (Sarsi),10,Keep,remove,Category,Tsuu T'ina (Sarsi)
1113,          Tutchone languages,10,No Keep,remove,Category,Tutchone languages
1114,            Northern Tutchone,12,Keep,remove,Category,Northern Tutchone
1115,            Southern Tutchone,12,Keep,remove,Category,Southern Tutchone
1116,"            Tutchone, n.o.s.",12,Keep,remove,Category,"Tutchone, n.o.s."
1117,          Wetsuwet'en-Babine,10,Keep,remove,Category,Wetsuwet'en-Babine
1118,        Tlingit,8,Keep,remove,Category,Tlingit
1119,"        Athabaskan languages, n.i.e.",8,Keep,remove,Category,"Athabaskan languages, n.i.e."
1120,      Haida,6,Keep,remove,Category,Haida
1121,      Inuktut (Inuit) languages,6,No Keep,remove,Category,Inuktut (Inuit) languages
1122,        Inuinnaqtun (Inuvialuktun),8,No Keep,remove,Category,Inuinnaqtun (Inuvialuktun)
1123,          Inuinnaqtun,10,Keep,remove,Category,Inuinnaqtun
1124,          Inuvialuktun,10,Keep,remove,Category,Inuvialuktun
1125,        Inuktitut,8,Keep,remove,Category,Inuktitut
1126,"        Inuktut (Inuit) languages, n.i.e.",8,Keep,remove,Category,"Inuktut (Inuit) languages, n.i.e."
1127,      Iroquoian languages,6,No Keep,remove,Category,Iroquoian languages
1128,        Cayuga,8,Keep,remove,Category,Cayuga
1129,        Mohawk,8,Keep,remove,Category,Mohawk
1130,        Oneida,8,Keep,remove,Category,Oneida
1131,"        Iroquoian languages, n.i.e.",8,Keep,remove,Category,"Iroquoian languages, n.i.e."
1132,      Ktunaxa (Kutenai),6,Keep,remove,Category,Ktunaxa (Kutenai)
1133,      Michif,6,Keep,remove,Category,Michif
1134,      Salish languages,6,No Keep,remove,Category,Salish languages
1135,        Halkomelem,8,Keep,remove,Category,Halkomelem
1136,        Lillooet,8,Keep,remove,Category,Lillooet
1137,        Ntlakapamux (Thompson),8,Keep,remove,Category,Ntlakapamux (Thompson)
1138,        Secwepemctsin (Shuswap),8,Keep,remove,Category,Secwepemctsin (Shuswap)
1139,        Squamish,8,Keep,remove,Category,Squamish
1140,        Straits,8,Keep,remove,Category,Straits
1141,        Syilx (Okanagan),8,Keep,remove,Category,Syilx (Okanagan)
1142,"        Salish languages, n.i.e.",8,Keep,remove,Category,"Salish languages, n.i.e."
1143,      Siouan languages,6,No Keep,remove,Category,Siouan languages
1144,        Assiniboine,8,Keep,remove,Category,Assiniboine
1145,        Dakota,8,Keep,remove,Category,Dakota
1146,        Stoney,8,Keep,remove,Category,Stoney
1147,"        Siouan languages, n.i.e.",8,Keep,remove,Category,"Siouan languages, n.i.e."
1148,      Tsimshian languages,6,No Keep,remove,Category,Tsimshian languages
1149,        Gitxsan (Gitksan),8,Keep,remove,Category,Gitxsan (Gitksan)
1150,        Nisga'a,8,Keep,remove,Category,Nisga'a
1151,        Tsimshian,8,Keep,remove,Category,Tsimshian
1152,      Wakashan languages,6,No Keep,remove,Category,Wakashan languages
1153,        Haisla,8,Keep,remove,Category,Haisla
1154,        Heiltsuk,8,Keep,remove,Category,Heiltsuk
1155,        Kwak'wala (Kwakiutl),8,Keep,remove,Category,Kwak'wala (Kwakiutl)
1156,        Nuu-chah-nulth (Nootka),8,Keep,remove,Category,Nuu-chah-nulth (Nootka)
1157,"        Wakashan languages, n.i.e.",8,Keep,remove,Category,"Wakashan languages, n.i.e."
1158,"      Indigenous languages, n.i.e.",6,Keep,remove,Category,"Indigenous languages, n.i.e."
1159,"      Indigenous languages, n.o.s.",6,Keep,remove,Category,"Indigenous languages, n.o.s."
1160,    Non-Indigenous languages,4,No Keep,remove,Category,Non-Indigenous languages
1161,      Afro-Asiatic languages,6,No Keep,remove,Category,Afro-Asiatic languages
1162,        Berber languages,8,No Keep,remove,Category,Berber languages
1163,          Kabyle,10,Keep,remove,Category,Kabyle
1164,          Tamazight,10,Keep,remove,Category,Tamazight
1165,"          Berber languages, n.i.e.",10,Keep,remove,Category,"Berber languages, n.i.e."
1166,        Chadic languages,8,No Keep,remove,Category,Chadic languages
1167,          Hausa,10,Keep,remove,Category,Hausa
1168,          Mina,10,Keep,remove,Category,Mina
1169,        Coptic,8,Keep,remove,Category,Coptic
1170,        Cushitic languages,8,No Keep,remove,Category,Cushitic languages
1171,          Bilen,10,Keep,remove,Category,Bilen
1172,          Oromo,10,Keep,remove,Category,Oromo
1173,          Somali,10,Keep,remove,Category,Somali
1174,"          Cushitic languages, n.i.e.",10,Keep,remove,Category,"Cushitic languages, n.i.e."
1175,        Semitic languages,8,No Keep,remove,Category,Semitic languages
1176,          Amharic,10,Keep,remove,Category,Amharic
1177,          Arabic,10,Keep,remove,Category,Arabic
1178,          Aramaic languages,10,No Keep,remove,Category,Aramaic languages
1179,            Assyrian Neo-Aramaic,12,Keep,remove,Category,Assyrian Neo-Aramaic
1180,            Chaldean Neo-Aramaic,12,Keep,remove,Category,Chaldean Neo-Aramaic
1181,"            Aramaic, n.o.s.",12,Keep,remove,Category,"Aramaic, n.o.s."
1182,          Harari,10,Keep,remove,Category,Harari
1183,          Hebrew,10,Keep,remove,Category,Hebrew
1184,          Maltese,10,Keep,remove,Category,Maltese
1185,          Tigrigna,10,Keep,remove,Category,Tigrigna
1186,"          Semitic languages, n.i.e.",10,Keep,remove,Category,"Semitic languages, n.i.e."
1187,      Austro-Asiatic languages,6,No Keep,remove,Category,Austro-Asiatic languages
1188,        Khmer (Cambodian),8,Keep,remove,Category,Khmer (Cambodian)
1189,        Vietnamese,8,Keep,remove,Category,Vietnamese
1190,"        Austro-Asiatic languages, n.i.e",8,Keep,remove,Category,"Austro-Asiatic languages, n.i.e"
1191,      Austronesian languages,6,No Keep,remove,Category,Austronesian languages
1192,        Bikol,8,Keep,remove,Category,Bikol
1193,"        Bisaya, n.o.s.",8,Keep,remove,Category,"Bisaya, n.o.s."
1194,        Cebuano,8,Keep,remove,Category,Cebuano
1195,        Fijian,8,Keep,remove,Category,Fijian
1196,        Hiligaynon,8,Keep,remove,Category,Hiligaynon
1197,        Ilocano,8,Keep,remove,Category,Ilocano
1198,        Indonesian,8,Keep,remove,Category,Indonesian
1199,        Kankanaey,8,Keep,remove,Category,Kankanaey
1200,        Kinaray-a,8,Keep,remove,Category,Kinaray-a
1201,        Malagasy languages,8,No Keep,remove,Category,Malagasy languages
1202,          Merina,10,Keep,remove,Category,Merina
1203,"          Malagasy, n.o.s.",10,Keep,remove,Category,"Malagasy, n.o.s."
1204,        Malay,8,Keep,remove,Category,Malay
